37;Григорьев;Сергей;Егорович;18;платная;17.11.1997;г.Нижний Новгород, ул.Луговая 136, 191;8(283)-844-28-81;student-email-37@gmail.com
38;Петров;Юрий;Иванович;1;бюджетная;9.4.1994;г.Нижний Новгород, ул.Степная 162, 31;8(743)-871-34-94;student-email-38@gmail.com
39;Богданова;Дарья;Ивановна;19;платная;21.1.1991;г.Нижний Новгород, ул.Пионерская 111, 158;8(653)-584-49-87;student-email-39@gmail.com
40;Козлова;Анжелика;Константиновна;18;бюджетная;3.11.1996;г.Нижний Новгород, ул.Молодежная 184, 121;8(806)-348-12-75;student-email-40@gmail.com
41;Попов;Николай;Александрович;3;бюджетная;23.6.1993;г.Нижний Новгород, ул.Пионерская 184, 131;8(309)-502-88-47;student-email-41@gmail.com
42;Алексеев;Руслан;Борисович;16;бюджетная;28.4.1996;г.Нижний Новгород, ул.Первомайская 194, 107;8(168)-408-36-78;student-email-42@gmail.com
43;Виноградова;Елена;Ивановна;6;бюджетная;22.10.1994;г.Нижний Новгород, ул.Победы 56, 164;8(773)-431-55-89;student-email-43@gmail.com
44;Воробьева;Александра;Артемовна;11;платная;8.2.1997;г.Нижний Новгород, ул.Первомайская 171, 138;8(531)-654-30-41;student-email-44@gmail.com
45;Петров;Сергей;Анатольевич;19;платная;11.10.1991;г.Нижний Новгород, ул.Озерная 183, 180;8(788)-831-51-34;student-email-45@gmail.com
46;Лебедев;Тимур;Васильевич;1;платная;6.2.1993;г.Нижний Новгород, ул.Чапаева 8, 112;8(880)-158-76-23;student-email-46@gmail.com
47;Петров;Виктор;Валерьевич;9;платная;4.12.1994;г.Нижний Новгород, ул.Комсомольская 181, 151;8(434)-257-60-20;student-email-47@gmail.com
48;Виноградова;Виктория;Дмитриевна;10;бюджетная;18.11.1997;г.Нижний Новгород, ул.Набережная 55, 139;8(441)-971-83-73;student-email-48@gmail.com
49;Соколова;Анжелика;Олеговна;10;платная;17.3.1998;г.Нижний Новгород, ул.Школьная 175, 128;8(824)-389-39-33;student-email-49@gmail.com
50;Степанов;Андрей;Дмитриевич;15;бюджетная;14.9.1991;г.Нижний Новгород, ул.Ленина 110, 111;8(110)-978-64-17;student-email-50@gmail.com
51;Виноградова;Виктория;Алексеевна;5;платная;25.1.1997;г.Нижний Новгород, ул.Первомайская 166, 49;8(789)-567-56-12;student-email-51@gmail.com
52;Воробьева;Кристина;Георгиевна;14;платная;12.6.1992;г.Нижний Новгород, ул.Нагорная 186, 15;8(975)-370-52-93;student-email-52@gmail.com
53;Виноградова;Анастасия;Константиновна;12;платная;15.12.1990;г.Нижний Новгород, ул.Рабочая 66, 163;8(677)-730-34-76;student-email-53@gmail.com
54;Морозова;Анастасия;Дмитриевна;11;бюджетная;6.5.1995;г.Нижний Новгород, ул.Центральная 182, 162;8(493)-812-14-87;student-email-54@gmail.com
55;Давыдов;Александр;Валерьевич;11;платная;28.6.1996;г.Нижний Новгород, ул.Степная 122, 28;8(667)-314-75-17;student-email-55@gmail.com
56;Соколов;Михаил;Анатольевич;17;платная;5.4.1996;г.Нижний Новгород, ул.Гагарина 41, 9;8(101)-661-89-73;student-email-56@gmail.com
57;Григорьев;Роман;Антонович;10;платная;27.10.1996;г.Нижний Новгород, ул.Центральная 153, 109;8(788)-648-16-30;student-email-57@gmail.com
58;Кузнецова;Виолетта;Григорьевна;19;бюджетная;6.11.1993;г.Нижний Новгород, ул.Степная 31, 42;8(300)-704-87-83;student-email-58@gmail.com
59;Смирнова;Дарья;Георгиевна;10;платная;22.11.1998;г.Нижний Новгород, ул.Нагорная 20, 27;8(461)-736-96-49;student-email-59@gmail.com
60;Степанов;Виктор;Кириллович;15;платная;12.8.1995;г.Нижний Новгород, ул.Чапаева 139, 80;8(971)-131-21-21;student-email-60@gmail.com
61;Зайцева;Мария;Дмитриевна;7;платная;1.2.1999;г.Нижний Новгород, ул.Железнодорожная 132, 86;8(367)-250-11-43;student-email-61@gmail.com
62;Новикова;Виолетта;Богдановна;11;платная;25.10.1996;г.Нижний Новгород, ул.Зеленая 200, 178;8(845)-136-91-10;student-email-62@gmail.com
63;Кузнецова;Маргарита;Алексеевна;6;платная;11.4.1991;г.Нижний Новгород, ул.Ленина 115, 132;8(383)-444-21-64;student-email-63@gmail.com
64;Смирнова;Маргарита;Дмитриевна;12;бюджетная;17.1.1993;г.Нижний Новгород, ул.Восточная 26, 105;8(754)-536-67-61;student-email-64@gmail.com
65;Смирнов;Юрий;Анатольевич;13;платная;8.12.1999;г.Нижний Новгород, ул.Пионерская 75, 29;8(938)-222-89-37;student-email-65@gmail.com
66;Иванов;Руслан;Алексеевич;8;бюджетная;20.12.1992;г.Нижний Новгород, ул.Пионерская 90, 134;8(284)-220-23-10;student-email-66@gmail.com
67;Семёнов;Виктор;Вадимович;9;бюджетная;1.4.1994;г.Нижний Новгород, ул.Центральная 73, 17;8(694)-110-25-68;student-email-67@gmail.com
68;Лебедева;Юлия;Даниловна;18;бюджетная;4.5.1998;г.Нижний Новгород, ул.Колхозная 193, 154;8(278)-661-50-21;student-email-68@gmail.com
69;Кузнецова;Яна;Григорьевна;4;бюджетная;10.7.1999;г.Нижний Новгород, ул.Зеленая 160, 23;8(356)-769-91-51;student-email-69@gmail.com
70;Богданова;Татьяна;Ефимовна;19;платная;6.11.1995;г.Нижний Новгород, ул.Кирова 50, 138;8(862)-923-77-16;student-email-70@gmail.com
71;Смирнов;Игорь;Вадимович;13;платная;19.9.1991;г.Нижний Новгород, ул.Советская 198, 79;8(982)-943-82-28;student-email-71@gmail.com
72;Голубева;Ирина;Николаевна;16;бюджетная;1.5.1998;г.Нижний Новгород, ул.Ленина 183, 137;8(207)-174-87-81;student-email-72@gmail.com
73;Смирнов;Николай;Владимирович;4;бюджетная;27.6.1992;г.Нижний Новгород, ул.Садовая 7, 62;8(164)-414-19-14;student-email-73@gmail.com
74;Васильев;Тимур;Валерьевич;7;бюджетная;5.3.1999;г.Нижний Новгород, ул.Пионерская 56, 67;8(979)-705-62-83;student-email-74@gmail.com
75;Кузнецова;Анастасия;Георгиевна;11;бюджетная;7.9.1996;г.Нижний Новгород, ул.Молодежная 139, 149;8(798)-969-46-24;student-email-75@gmail.com
76;Голубева;Екатерина;Даниловна;4;платная;27.4.1999;г.Нижний Новгород, ул.Молодежная 65, 36;8(219)-328-31-28;student-email-76@gmail.com
77;Фёдоров;Дмитрий;Игоревич;19;платная;13.5.1995;г.Нижний Новгород, ул.Северная 32, 144;8(854)-879-68-20;student-email-77@gmail.com
78;Александров;Сергей;Иванович;19;бюджетная;9.6.1993;г.Нижний Новгород, ул.Юбилейная 6, 199;8(562)-510-74-20;student-email-78@gmail.com
79;Алексеев;Сергей;Константинович;17;платная;15.8.1991;г.Нижний Новгород, ул.Южная 83, 49;8(668)-181-36-44;student-email-79@gmail.com
80;Волкова;Татьяна;Олеговна;1;платная;26.2.1997;г.Нижний Новгород, ул.Полевая 126, 129;8(745)-688-85-58;student-email-80@gmail.com
81;Андреев;Максим;Денисович;16;платная;25.2.1994;г.Нижний Новгород, ул.Пролетарская 139, 127;8(685)-500-84-62;student-email-81@gmail.com
82;Васильева;Анастасия;Богдановна;10;платная;24.12.1994;г.Нижний Новгород, ул.Центральная 105, 178;8(781)-685-77-80;student-email-82@gmail.com
83;Соколова;Маргарита;Артемовна;16;бюджетная;13.12.1994;г.Нижний Новгород, ул.Пушкина 23, 8;8(732)-156-14-86;student-email-83@gmail.com
84;Петров;Игорь;Антонович;10;платная;13.11.1992;г.Нижний Новгород, ул.Восточная 167, 33;8(252)-302-21-16;student-email-84@gmail.com
85;Леонов;Евгений;Александрович;0;бюджетная;7.7.1996;г.Нижний Новгород, ул.Центральная 18, 109;8(651)-430-75-14;student-email-85@gmail.com
86;Богданова;Кристина;Дмитриевна;11;бюджетная;16.6.1994;г.Нижний Новгород, ул.Колхозная 8, 20;8(856)-569-80-39;student-email-86@gmail.com
87;Богданова;Екатерина;Богдановна;3;бюджетная;20.8.1994;г.Нижний Новгород, ул.Колхозная 108, 4;8(335)-515-56-84;student-email-87@gmail.com
88;Смирнова;Ирина;Александровна;6;платная;7.9.1990;г.Нижний Новгород, ул.Луговая 200, 27;8(518)-497-39-17;student-email-88@gmail.com
89;Павлова;Екатерина;Ивановна;16;бюджетная;26.1.1997;г.Нижний Новгород, ул.Рабочая 174, 104;8(212)-726-93-46;student-email-89@gmail.com
90;Леонов;Евгений;Константинович;10;платная;24.11.1991;г.Нижний Новгород, ул.Новая 143, 163;8(906)-268-27-19;student-email-90@gmail.com
91;Давыдов;Михаил;Иванович;15;платная;12.12.1993;г.Нижний Новгород, ул.Речная 42, 107;8(231)-736-25-61;student-email-91@gmail.com
92;Иванов;Тимур;Алексеевич;19;бюджетная;20.10.1996;г.Нижний Новгород, ул.Кирова 5, 32;8(580)-299-84-89;student-email-92@gmail.com
93;Андреев;Артем;Васильевич;3;бюджетная;28.9.1994;г.Нижний Новгород, ул.Южная 27, 69;8(825)-319-53-57;student-email-93@gmail.com
94;Лебедева;Алина;Николаевна;11;платная;20.5.1995;г.Нижний Новгород, ул.Речная 97, 48;8(836)-770-27-54;student-email-94@gmail.com
95;Виноградова;Валерия;Григорьевна;9;бюджетная;28.8.1999;г.Нижний Новгород, ул.Кирова 40, 83;8(415)-431-99-98;student-email-95@gmail.com
96;Воробьева;Кристина;Георгиевна;3;бюджетная;2.6.1992;г.Нижний Новгород, ул.Советская 174, 178;8(195)-344-83-46;student-email-96@gmail.com
97;Степанов;Владимир;Анатольевич;6;бюджетная;13.8.1994;г.Нижний Новгород, ул.Речная 9, 139;8(376)-161-16-28;student-email-97@gmail.com
98;Богданова;Анжелика;Максимовна;18;бюджетная;24.12.1991;г.Нижний Новгород, ул.Луговая 146, 63;8(921)-331-91-62;student-email-98@gmail.com
99;Соловаьева;Виктория;Захаровна;10;бюджетная;4.12.1997;г.Нижний Новгород, ул.Садовая 129, 143;8(656)-826-98-15;student-email-99@gmail.com
100;Попов;Максим;Константинович;9;платная;18.4.1991;г.Нижний Новгород, ул.Северная 38, 49;8(628)-626-95-16;student-email-100@gmail.com
101;Козлова;Мария;Александровна;5;бюджетная;3.1.1994;г.Нижний Новгород, ул.Береговая 83, 2;8(328)-927-22-57;student-email-101@gmail.com
102;Александров;Евгений;Ярославович;18;бюджетная;15.6.1994;г.Нижний Новгород, ул.Дачная 57, 95;8(329)-766-87-65;student-email-102@gmail.com
103;Яковлев;Роман;Егорович;1;платная;21.2.1998;г.Нижний Новгород, ул.Октябрьская 90, 143;8(523)-317-46-41;student-email-103@gmail.com
104;Давыдов;Игорь;Валерьевич;18;бюджетная;1.6.1999;г.Нижний Новгород, ул.Пушкина 137, 22;8(246)-979-97-18;student-email-104@gmail.com
105;Козлова;Анастасия;Артемовна;10;бюджетная;2.11.1998;г.Нижний Новгород, ул.Дачная 30, 13;8(992)-483-73-78;student-email-105@gmail.com
106;Андреев;Виктор;Антонович;10;платная;5.2.1990;г.Нижний Новгород, ул.Южная 150, 198;8(546)-715-97-69;student-email-106@gmail.com
107;Васильев;Александр;Константинович;18;платная;2.2.1995;г.Нижний Новгород, ул.Нагорная 46, 83;8(767)-980-11-22;student-email-107@gmail.com
108;Попова;Татьяна;Дмитриевна;12;бюджетная;16.3.1996;г.Нижний Новгород, ул.Комсомольская 95, 162;8(579)-318-69-28;student-email-108@gmail.com
109;Яковлев;Александр;Анатольевич;19;бюджетная;14.3.1999;г.Нижний Новгород, ул.Северная 118, 65;8(632)-274-40-21;student-email-109@gmail.com
110;Семёнов;Руслан;Антонович;11;бюджетная;21.10.1998;г.Нижний Новгород, ул.Колхозная 164, 91;8(735)-854-10-91;student-email-110@gmail.com
111;Григорьев;Владимир;Антонович;14;платная;5.1.1990;г.Нижний Новгород, ул.Речная 150, 24;8(329)-565-45-11;student-email-111@gmail.com
112;Петрова;Наталия;Олеговна;16;бюджетная;16.5.1995;г.Нижний Новгород, ул.Калинина 192, 177;8(220)-756-73-74;student-email-112@gmail.com
113;Степанов;Роман;Александрович;9;бюджетная;27.11.1995;г.Нижний Новгород, ул.Юбилейная 15, 175;8(459)-801-80-88;student-email-113@gmail.com
114;Новикова;Кристина;Захаровна;1;платная;8.11.1990;г.Нижний Новгород, ул.Первомайская 143, 64;8(295)-947-93-62;student-email-114@gmail.com
115;Морозова;Татьяна;Николаевна;16;бюджетная;9.6.1997;г.Нижний Новгород, ул.Полевая 89, 82;8(308)-924-69-31;student-email-115@gmail.com
116;Новикова;Дарья;Олеговна;10;бюджетная;5.6.1993;г.Нижний Новгород, ул.Железнодорожная 32, 79;8(445)-885-92-41;student-email-116@gmail.com
117;Павлова;Ирина;Артемовна;10;бюджетная;13.4.1990;г.Нижний Новгород, ул.Школьный 44, 13;8(572)-635-89-60;student-email-117@gmail.com
118;Васильев;Олег;Андреевич;19;бюджетная;21.10.1990;г.Нижний Новгород, ул.Юбилейная 156, 124;8(545)-289-14-72;student-email-118@gmail.com
119;Васильева;Анастасия;Кузьминична;16;платная;8.11.1994;г.Нижний Новгород, ул.Набережная 35, 84;8(603)-174-92-36;student-email-119@gmail.com
120;Соловаьева;Виолетта;Ивановна;16;платная;5.9.1998;г.Нижний Новгород, ул.Молодежная 135, 117;8(178)-742-51-23;student-email-120@gmail.com
121;Соколова;Анастасия;Александровна;7;платная;24.5.1991;г.Нижний Новгород, ул.Советская 33, 137;8(259)-340-92-67;student-email-121@gmail.com
122;Григорьев;Игорь;Александрович;2;платная;25.8.1996;г.Нижний Новгород, ул.Калинина 12, 190;8(200)-639-59-92;student-email-122@gmail.com
123;Алексеев;Максим;Константинович;4;бюджетная;23.10.1995;г.Нижний Новгород, ул.Комсомольская 185, 152;8(578)-676-86-34;student-email-123@gmail.com
124;Виноградова;Наталия;Дмитриевна;18;платная;26.1.1997;г.Нижний Новгород, ул.Школьный 147, 149;8(572)-500-28-90;student-email-124@gmail.com
125;Кузнецова;Виолетта;Алексеевна;9;платная;15.8.1991;г.Нижний Новгород, ул.Комсомольская 5, 20;8(735)-852-96-39;student-email-125@gmail.com
126;Васильев;Юрий;Вадимович;7;бюджетная;15.9.1990;г.Нижний Новгород, ул.Новая 154, 42;8(154)-246-72-45;student-email-126@gmail.com
127;Лебедева;Наталия;Ефимовна;9;платная;22.5.1993;г.Нижний Новгород, ул.Молодежная 39, 95;8(392)-958-82-78;student-email-127@gmail.com
128;Петров;Сергей;Дмитриевич;19;платная;3.12.1996;г.Нижний Новгород, ул.Центральная 9, 48;8(219)-239-39-22;student-email-128@gmail.com
129;Волкова;Кристина;Ивановна;11;бюджетная;2.9.1991;г.Нижний Новгород, ул.Южная 90, 14;8(930)-391-97-38;student-email-129@gmail.com
130;Попов;Сергей;Александрович;19;бюджетная;17.4.1990;г.Нижний Новгород, ул.Калинина 199, 82;8(917)-411-38-73;student-email-130@gmail.com
131;Новикова;Ирина;Ивановна;0;платная;13.8.1999;г.Нижний Новгород, ул.Речная 163, 114;8(932)-727-66-67;student-email-131@gmail.com
132;Лебедев;Алексей;Константинович;16;платная;18.7.1998;г.Нижний Новгород, ул.Нагорная 120, 146;8(297)-720-39-78;student-email-132@gmail.com
133;Лебедева;Елена;Максимовна;4;платная;19.5.1999;г.Нижний Новгород, ул.Первомайская 175, 80;8(627)-885-97-70;student-email-133@gmail.com
134;Попова;Валерия;Константиновна;18;бюджетная;4.10.1990;г.Нижний Новгород, ул.Пушкина 61, 120;8(230)-392-28-89;student-email-134@gmail.com
135;Лебедев;Тимур;Ярославович;0;бюджетная;1.11.1996;г.Нижний Новгород, ул.Набережная 19, 84;8(904)-973-25-18;student-email-135@gmail.com
136;Соколов;Владислав;Борисович;19;платная;9.2.1997;г.Нижний Новгород, ул.Победы 38, 81;8(641)-505-14-79;student-email-136@gmail.com
137;Виноградова;Ольга;Захаровна;16;платная;14.10.1994;г.Нижний Новгород, ул.Пушкина 194, 6;8(764)-703-58-75;student-email-137@gmail.com
138;Семенова;Екатерина;Даниловна;8;бюджетная;19.11.1991;г.Нижний Новгород, ул.Юбилейная 104, 11;8(144)-159-49-70;student-email-138@gmail.com
139;Петрова;Маргарита;Александровна;16;платная;25.7.1991;г.Нижний Новгород, ул.Дачная 147, 43;8(816)-924-11-46;student-email-139@gmail.com
140;Морозова;Татьяна;Александровна;14;платная;25.6.1994;г.Нижний Новгород, ул.Береговая 10, 69;8(111)-693-80-20;student-email-140@gmail.com
141;Виноградова;Мария;Александровна;9;бюджетная;23.12.1992;г.Нижний Новгород, ул.Железнодорожная 111, 76;8(612)-832-31-28;student-email-141@gmail.com
142;Богданова;Алина;Ефимовна;16;платная;12.8.1996;г.Нижний Новгород, ул.Лесная 26, 189;8(686)-476-49-82;student-email-142@gmail.com
143;Александров;Руслан;Валентинович;16;платная;12.12.1996;г.Нижний Новгород, ул.Южная 172, 189;8(796)-626-84-67;student-email-143@gmail.com
144;Иванов;Александр;Кириллович;4;платная;22.2.1998;г.Нижний Новгород, ул.Чапаева 51, 176;8(640)-526-48-64;student-email-144@gmail.com
145;Васильев;Максим;Игоревич;8;бюджетная;1.12.1990;г.Нижний Новгород, ул.Заречная 113, 153;8(867)-741-60-46;student-email-145@gmail.com
146;Иванов;Алексей;Денисович;8;бюджетная;22.2.1993;г.Нижний Новгород, ул.Чапаева 28, 160;8(826)-872-27-48;student-email-146@gmail.com
147;Виноградова;Мария;Николаевна;5;платная;7.8.1995;г.Нижний Новгород, ул.Первомайская 163, 143;8(455)-744-65-98;student-email-147@gmail.com
148;Попов;Руслан;Вадимович;19;бюджетная;27.1.1999;г.Нижний Новгород, ул.Мира 47, 29;8(545)-348-58-82;student-email-148@gmail.com
149;Андреев;Евгений;Андреевич;6;бюджетная;1.2.1998;г.Нижний Новгород, ул.Чапаева 118, 135;8(889)-982-35-17;student-email-149@gmail.com
150;Попова;Виолетта;Дмитриевна;8;платная;17.2.1999;г.Нижний Новгород, ул.Школьная 19, 79;8(679)-789-20-55;student-email-150@gmail.com
151;Андреев;Владислав;Васильевич;14;платная;15.10.1998;г.Нижний Новгород, ул.Школьный 108, 81;8(783)-666-59-33;student-email-151@gmail.com
152;Иванов;Руслан;Андреевич;19;бюджетная;7.8.1996;г.Нижний Новгород, ул.Северная 157, 171;8(268)-479-75-52;student-email-152@gmail.com
153;Григорьев;Алексей;Антонович;16;платная;12.6.1995;г.Нижний Новгород, ул.Зеленая 98, 143;8(424)-145-51-26;student-email-153@gmail.com
154;Хованский;Руслан;Александрович;7;платная;22.5.1993;г.Нижний Новгород, ул.Полевая 73, 10;8(401)-680-35-99;student-email-154@gmail.com
155;Голубева;Валерия;Дмитриевна;19;бюджетная;27.11.1991;г.Нижний Новгород, ул.Комсомольская 119, 122;8(920)-393-21-56;student-email-155@gmail.com
156;Кузнецова;Анна;Даниловна;1;платная;24.8.1993;г.Нижний Новгород, ул.Нагорная 50, 41;8(933)-117-57-15;student-email-156@gmail.com
157;Александров;Владислав;Денисович;18;бюджетная;21.11.1990;г.Нижний Новгород, ул.Победы 10, 112;8(143)-192-93-31;student-email-157@gmail.com
158;Семёнов;Тимур;Вадимович;10;платная;12.9.1997;г.Нижний Новгород, ул.Центральная 36, 78;8(392)-572-77-97;student-email-158@gmail.com
159;Лебедева;Анжелика;Захаровна;15;бюджетная;14.7.1991;г.Нижний Новгород, ул.Ленина 92, 186;8(455)-103-68-95;student-email-159@gmail.com
160;Лебедева;Алина;Алексеевна;19;бюджетная;15.9.1995;г.Нижний Новгород, ул.Пролетарская 31, 63;8(667)-429-85-96;student-email-160@gmail.com
161;Александров;Виталий;Кириллович;10;бюджетная;9.1.1999;г.Нижний Новгород, ул.Зеленая 11, 134;8(402)-972-32-60;student-email-161@gmail.com
162;Виноградова;Екатерина;Богдановна;16;бюджетная;20.7.1997;г.Нижний Новгород, ул.Набережная 121, 77;8(469)-503-56-29;student-email-162@gmail.com
163;Леонов;Тимур;Вадимович;11;бюджетная;8.10.1990;г.Нижний Новгород, ул.Новая 73, 102;8(145)-385-30-45;student-email-163@gmail.com
164;Лебедева;Анжелика;Ивановна;1;бюджетная;2.8.1999;г.Нижний Новгород, ул.Школьная 45, 40;8(377)-652-40-95;student-email-164@gmail.com
165;Давыдов;Виктор;Ярославович;16;бюджетная;26.2.1993;г.Нижний Новгород, ул.Октябрьская 79, 149;8(656)-850-87-27;student-email-165@gmail.com
166;Попов;Артем;Константинович;7;бюджетная;17.4.1990;г.Нижний Новгород, ул.Железнодорожная 177, 189;8(496)-504-97-56;student-email-166@gmail.com
167;Воробьева;Маргарита;Ефимовна;9;бюджетная;22.9.1995;г.Нижний Новгород, ул.Южная 167, 116;8(967)-876-56-83;student-email-167@gmail.com
168;Иванова;Юлия;Георгиевна;16;платная;19.1.1990;г.Нижний Новгород, ул.Лесная 1, 97;8(198)-947-20-93;student-email-168@gmail.com
169;Кузнецова;Анжелика;Артемовна;12;бюджетная;24.8.1990;г.Нижний Новгород, ул.Нагорная 28, 183;8(440)-603-59-13;student-email-169@gmail.com
170;Иванова;Яна;Ивановна;6;платная;9.11.1996;г.Нижний Новгород, ул.Садовая 48, 183;8(692)-247-64-76;student-email-170@gmail.com
171;Иванова;Анна;Антоновна;17;бюджетная;18.10.1995;г.Нижний Новгород, ул.Железнодорожная 72, 150;8(590)-882-74-33;student-email-171@gmail.com
172;Новикова;Яна;Дмитриевна;12;платная;17.1.1995;г.Нижний Новгород, ул.Зеленая 28, 197;8(238)-579-77-53;student-email-172@gmail.com
173;Фёдоров;Виктор;Борисович;8;бюджетная;8.11.1990;г.Нижний Новгород, ул.Пионерская 98, 150;8(218)-543-29-11;student-email-173@gmail.com
174;Васильев;Максим;Егорович;6;платная;16.11.1994;г.Нижний Новгород, ул.Советская 26, 169;8(257)-420-40-65;student-email-174@gmail.com
175;Лебедева;Кристина;Александровна;15;бюджетная;16.6.1994;г.Нижний Новгород, ул.Мира 176, 144;8(283)-537-74-57;student-email-175@gmail.com
